target,channel_view,channel,pillow_price_bin,price_bin,checks_in_segment,confidence,segment_reliable,cross_sell_top_2,cross_sell_top_3,cross_sell_support_2,cross_sell_support_3,cross_sell_rate_2,cross_sell_rate_3,cross_sell_2_expected_value,cross_sell_3_expected_value,cross2_best_weekday,cross2_best_hour_bucket,cross2_best_month,cross2_best_opportunity_score,cross3_best_weekday,cross3_best_hour_bucket,cross3_best_month,cross3_best_opportunity_score,upsell_top_2,upsell_top_3,upsell_support_2,upsell_support_3,upsell_rate_2,upsell_rate_3,upsell_avg_sum_2,upsell_avg_sum_3,pillow_size,pillow_type,cross_sell_rate_2_ci_low,cross_sell_rate_2_ci_high,cross_sell_rate_3_ci_low,cross_sell_rate_3_ci_high,upsell_rate_2_ci_low,upsell_rate_2_ci_high,upsell_rate_3_ci_low,upsell_rate_3_ci_high
pillow,marketplace,marketplace,0-1k,0-1k,4660,high,1,Косметика/гигиена,Наволочка,124,120,0.0266,0.0258,16.1,19.03,,,,,,,,,Простыня,Наволочка,52,120,0.0112,0.0258,888.33,739.04,40x60,orthopedic,0.0224,0.0316,0.0216,0.0307,0.0085,0.0146,0.0216,0.0307
pillow,marketplace,marketplace,0-1k,0-1k,6437,high,1,Наволочка,Косметика/гигиена,521,505,0.0809,0.0785,44.14,47.87,Четверг,Вечер (18-23),2024-03,6630.11,,,2024-02,13803.07,Матрас,Другая мебель,160,194,0.0249,0.0301,4366.02,1802.83,40x60,unknown,0.0745,0.0879,0.0721,0.0853,0.0213,0.029,0.0262,0.0346
pillow,marketplace,marketplace,0-1k,0-1k,72030,high,1,Косметика/гигиена,Наволочка,4000,3744,0.0555,0.052,33.84,55.92,Среда,Ночь (00-05),2025-12,46982.98,Вторник,Ночь (00-05),2024-11,25447.26,Другая мебель,Постельное белье,1506,1830,0.0209,0.0254,2293.91,2051.65,50x70,anatomic,0.0539,0.0572,0.0504,0.0536,0.0199,0.022,0.0243,0.0266
pillow,marketplace,marketplace,0-1k,0-1k,226942,high,1,Одеяло,Косметика/гигиена,12251,9151,0.054,0.0403,67.68,25.19,Среда,Ночь (00-05),2024-01,109995.49,Пятница,Ночь (00-05),2024-03,86135.75,Другая мебель,Постельное белье,3841,5049,0.0169,0.0222,2319.47,1817.77,50x70,down,0.0531,0.0549,0.0395,0.0411,0.0164,0.0175,0.0216,0.0229
pillow,marketplace,marketplace,0-1k,0-1k,3654,high,1,Наволочка,Детские товары,169,131,0.0463,0.0359,36.56,37.39,,,,,,,,,Постельное белье,Другая мебель,87,100,0.0238,0.0274,2146.27,1734.22,50x70,memory,0.0399,0.0536,0.0303,0.0424,0.0193,0.0293,0.0226,0.0332
pillow,marketplace,marketplace,0-1k,0-1k,20141,high,1,Наволочка,Детские товары,805,760,0.04,0.0377,32.11,40.02,Четверг,Ночь (00-05),2025-09,7956.28,Суббота,Ночь (00-05),2025-09,24715.01,Постельное белье,Другая мебель,580,505,0.0288,0.0251,1985.94,1966.47,50x70,orthopedic,0.0373,0.0428,0.0352,0.0405,0.0266,0.0312,0.023,0.0273
pillow,marketplace,marketplace,0-1k,0-1k,58544,high,1,Одеяло,Косметика/гигиена,2986,1580,0.051,0.027,59.92,16.9,Среда,Вечер (18-23),2024-01,29324.75,Пятница,Вечер (18-23),2024-02,9442.44,Другая мебель,Постельное белье,607,695,0.0104,0.0119,2548.26,1542.52,50x70,synthetic,0.0493,0.0528,0.0257,0.0283,0.0096,0.0112,0.011,0.0128
pillow,marketplace,marketplace,0-1k,0-1k,790209,high,1,Наволочка,Косметика/гигиена,66424,53279,0.0841,0.0674,80.54,41.3,Суббота,Ночь (00-05),2025-09,309153.35,Суббота,Ночь (00-05),2025-09,563350.9,Другая мебель,Постельное белье,28102,40020,0.0356,0.0506,2102.66,1738.53,50x70,unknown,0.0834,0.0847,0.0669,0.068,0.0352,0.036,0.0502,0.0511
pillow,marketplace,marketplace,0-1k,0-1k,4739,high,1,Косметика/гигиена,Детские товары,139,80,0.0293,0.0169,20.47,15.76,,,,,,,,,Одеяло,Детские товары,78,80,0.0165,0.0169,1421.93,933.35,60x60,down,0.0249,0.0345,0.0136,0.021,0.0132,0.0205,0.0136,0.021
pillow,marketplace,marketplace,0-1k,0-1k,348,low,1,Матрас,Наволочка,5,4,0.0144,0.0115,38.66,13.83,,,,,,,,,Освещение,Одеяло,2,2,0.0057,0.0057,3347.0,2757.0,60x60,synthetic,0.0062,0.0332,0.0045,0.0292,0.0016,0.0207,0.0016,0.0207
pillow,marketplace,marketplace,0-1k,0-1k,391,medium,1,Детские товары,Косметика/гигиена,47,35,0.1202,0.0895,132.19,57.62,,,,,,,,,Косметика/гигиена,Наволочка,35,49,0.0895,0.1253,643.67,640.43,60x60,unknown,0.0916,0.1562,0.0651,0.1219,0.0651,0.1219,0.0961,0.1618
pillow,marketplace,marketplace,0-1k,0-1k,14313,high,1,Косметика/гигиена,Наволочка,847,663,0.0592,0.0463,32.61,44.27,Суббота,Ночь (00-05),2025-11,11191.46,Среда,Вечер (18-23),2025-11,14209.56,Другая мебель,Постельное белье,381,631,0.0266,0.0441,2014.89,1688.06,70x70,anatomic,0.0554,0.0632,0.043,0.0499,0.0241,0.0294,0.0408,0.0476
pillow,marketplace,marketplace,0-1k,0-1k,160406,high,1,Наволочка,Косметика/гигиена,7227,5827,0.0451,0.0363,48.04,20.32,Вторник,Вечер (18-23),2024-01,46508.29,Вторник,Ночь (00-05),2025-05,60839.43,Другая мебель,Постельное белье,2492,5217,0.0155,0.0325,2031.79,1608.81,70x70,down,0.0441,0.0461,0.0354,0.0373,0.0149,0.0162,0.0317,0.0334
pillow,marketplace,marketplace,0-1k,0-1k,2135,high,1,Одеяло,Постельное белье,108,108,0.0506,0.0506,54.85,80.77,,,,,,,,,Другая мебель,Постельное белье,70,108,0.0328,0.0506,2197.4,1596.7,70x70,memory,0.0421,0.0607,0.0421,0.0607,0.026,0.0412,0.0421,0.0607
pillow,marketplace,marketplace,0-1k,0-1k,1602,high,1,Одеяло,Постельное белье,131,115,0.0818,0.0718,94.75,129.33,,,,,,,,,Другая мебель,Постельное белье,59,115,0.0368,0.0718,2272.41,1801.63,70x70,orthopedic,0.0693,0.0962,0.0601,0.0855,0.0287,0.0472,0.0601,0.0855
pillow,marketplace,marketplace,0-1k,0-1k,27674,high,1,Наволочка,Косметика/гигиена,1379,659,0.0498,0.0238,55.22,12.46,Вторник,День (12-17),2024-05,23800.13,Среда,Вечер (18-23),2024-01,4201.57,Наволочка,Одеяло,1379,1393,0.0498,0.0503,1108.23,1074.81,70x70,synthetic,0.0473,0.0525,0.0221,0.0257,0.0473,0.0525,0.0478,0.053
pillow,marketplace,marketplace,0-1k,0-1k,418565,high,1,Постельное белье,Наволочка,30521,27912,0.0729,0.0667,110.76,62.55,Четверг,Ночь (00-05),2025-09,679144.89,Четверг,Вечер (18-23),2025-09,117371.71,Другая мебель,Постельное белье,14315,30521,0.0342,0.0729,2008.79,1518.97,70x70,unknown,0.0721,0.0737,0.0659,0.0674,0.0337,0.0348,0.0721,0.0737
pillow,marketplace,marketplace,0-1k,0-1k,61427,high,1,Наволочка,Детские товары,1243,1153,0.0202,0.0188,19.96,22.94,Четверг,Вечер (18-23),2024-07,17192.56,Понедельник,Ночь (00-05),2024-05,33716.42,Одеяло,Наволочка,975,1243,0.0159,0.0202,1187.28,986.38,unknown,anatomic,0.0192,0.0214,0.0177,0.0199,0.0149,0.0169,0.0192,0.0214
pillow,marketplace,marketplace,0-1k,0-1k,57312,high,1,Косметика/гигиена,Одеяло,1879,1782,0.0328,0.0311,17.84,33.91,Среда,Вечер (18-23),2024-01,14279.44,Воскресенье,Вечер (18-23),2024-05,25199.13,Постельное белье,Одеяло,574,1782,0.01,0.0311,1584.92,1090.46,unknown,down,0.0314,0.0343,0.0297,0.0325,0.0092,0.0109,0.0297,0.0325
pillow,marketplace,marketplace,0-1k,0-1k,153858,high,1,Детские товары,Кухонный текстиль,3434,3235,0.0223,0.021,17.89,7.08,Четверг,Ночь (00-05),2025-12,52831.88,Суббота,Ночь (00-05),2025-05,9523.25,Сумки/багаж,Одежда для дома,2092,1987,0.0136,0.0129,981.09,839.89,unknown,memory,0.0216,0.0231,0.0203,0.0218,0.013,0.0142,0.0124,0.0135
pillow,marketplace,marketplace,0-1k,0-1k,275903,high,1,Детские товары,Другая мебель,5667,3635,0.0205,0.0132,20.97,21.03,Четверг,Ночь (00-05),2025-08,147280.57,Суббота,Ночь (00-05),2025-05,118886.75,Детские товары,Наволочка,5667,3048,0.0205,0.011,1020.78,870.77,unknown,orthopedic,0.02,0.0211,0.0128,0.0136,0.02,0.0211,0.0107,0.0114
pillow,marketplace,marketplace,0-1k,0-1k,849,medium,1,Наволочка,Одеяло,37,36,0.0436,0.0424,37.71,41.92,,,,,,,,,Детские товары,Наволочка,39,37,0.0459,0.0436,974.37,865.3,unknown,synthetic,0.0318,0.0595,0.0308,0.0581,0.0338,0.0622,0.0318,0.0595
pillow,marketplace,marketplace,0-1k,0-1k,71355,high,1,Косметика/гигиена,Наволочка,5883,3162,0.0824,0.0443,47.86,41.25,Четверг,Ночь (00-05),2025-08,59905.52,Пятница,Ночь (00-05),2024-02,33404.23,Постельное белье,Другая мебель,1679,2606,0.0235,0.0365,1756.15,1442.04,unknown,unknown,0.0805,0.0845,0.0428,0.0458,0.0224,0.0247,0.0352,0.0379
pillow,marketplace,marketplace,1-2k,1-2k,357,low,1,Наволочка,Детские товары,25,24,0.07,0.0672,55.55,156.7,,,,,,,,,Постельное белье,Наволочка,22,25,0.0616,0.07,2206.86,793.32,40x60,anatomic,0.0479,0.1013,0.0456,0.0981,0.041,0.0915,0.0479,0.1013
pillow,marketplace,marketplace,1-2k,1-2k,2377,medium,1,Детские товары,Одеяло,88,75,0.037,0.0316,42.22,77.93,,,,,,,,,Постельное белье,Простыня,37,36,0.0156,0.0151,1655.07,1613.38,40x60,down,0.0301,0.0454,0.0252,0.0394,0.0113,0.0214,0.011,0.0209
pillow,marketplace,marketplace,1-2k,1-2k,49532,high,1,Наволочка,Детские товары,761,659,0.0154,0.0133,19.73,17.33,Среда,Вечер (18-23),2024-02,25450.05,Четверг,Вечер (18-23),2024-02,8420.79,Детские товары,Наволочка,659,761,0.0133,0.0154,1302.55,1284.18,40x60,memory,0.0143,0.0165,0.0123,0.0144,0.0123,0.0144,0.0143,0.0165
pillow,marketplace,marketplace,1-2k,1-2k,21146,high,1,Детские товары,Наволочка,721,496,0.0341,0.0235,44.53,24.8,Четверг,Ночь (00-05),2025-08,46477.84,,,2024-11,6111.29,Другая мебель,Постельное белье,288,249,0.0136,0.0118,2123.07,2114.3,40x60,orthopedic,0.0317,0.0366,0.0215,0.0256,0.0121,0.0153,0.0104,0.0133
pillow,marketplace,marketplace,1-2k,1-2k,3039,high,1,Косметика/гигиена,Наволочка,145,110,0.0477,0.0362,35.48,29.52,,,,,,,,,Другая мебель,Постельное белье,74,56,0.0244,0.0184,2607.83,2123.34,40x60,unknown,0.0407,0.0559,0.0301,0.0434,0.0194,0.0305,0.0142,0.0239
pillow,marketplace,marketplace,1-2k,1-2k,117993,high,1,Наволочка,Косметика/гигиена,7843,6657,0.0665,0.0564,98.38,43.53,Суббота,Вечер (18-23),2024-04,55782.86,Пятница,Ночь (00-05),2025-08,82727,Другая мебель,Постельное белье,3055,3995,0.0259,0.0339,3014.2,2706.31,50x70,anatomic,0.0651,0.0679,0.0551,0.0577,0.025,0.0268,0.0328,0.0349
pillow,marketplace,marketplace,1-2k,1-2k,272653,high,1,Одеяло,Косметика/гигиена,14837,9350,0.0544,0.0343,111.2,26.0,Воскресенье,Ночь (00-05),2024-01,130547.94,Понедельник,Ночь (00-05),2024-03,90478.03,Постельное белье,Одеяло,4635,14837,0.017,0.0544,2541.8,2043.5,50x70,down,0.0536,0.0553,0.0336,0.035,0.0165,0.0175,0.0536,0.0553
pillow,marketplace,marketplace,1-2k,1-2k,41319,high,1,Косметика/гигиена,Одеяло,1341,1061,0.0325,0.0257,25.24,53.15,Среда,Вечер (18-23),2025-10,10216.9,Понедельник,Вечер (18-23),2024-10,15056.06,Наматрасник/топпер,Одеяло,429,1061,0.0104,0.0257,2368.56,2069.69,50x70,memory,0.0308,0.0342,0.0242,0.0272,0.0094,0.0114,0.0242,0.0272
pillow,marketplace,marketplace,1-2k,1-2k,43591,high,1,Детские товары,Наволочка,2065,1686,0.0474,0.0387,59.68,42.81,Четверг,Ночь (00-05),2025-08,28860.99,Понедельник,Вечер (18-23),2025-08,21968.34,Постельное белье,Другая мебель,1094,963,0.0251,0.0221,2286.15,2279.77,50x70,orthopedic,0.0454,0.0494,0.0369,0.0405,0.0237,0.0266,0.0208,0.0235
pillow,marketplace,marketplace,1-2k,1-2k,27476,high,1,Наволочка,Косметика/гигиена,1832,890,0.0667,0.0324,99.05,25.42,Воскресенье,Вечер (18-23),2024-02,23658.57,Воскресенье,Утро (06-11),2024-03,7415.61,Другая мебель,Постельное белье,463,661,0.0169,0.0241,2639.16,2354.56,50x70,synthetic,0.0638,0.0697,0.0304,0.0346,0.0154,0.0184,0.0223,0.0259
pillow,marketplace,marketplace,1-2k,1-2k,404548,high,1,Наволочка,Косметика/гигиена,29450,22826,0.0728,0.0564,103.31,41.66,Суббота,Ночь (00-05),2025-06,213147.41,Суббота,Ночь (00-05),2025-08,304167.75,Другая мебель,Постельное белье,12163,15777,0.0301,0.039,2592.38,2449.65,50x70,unknown,0.072,0.0736,0.0557,0.0571,0.0295,0.0306,0.0384,0.0396
pillow,marketplace,marketplace,1-2k,1-2k,4573,high,1,Одеяло,Косметика/гигиена,118,103,0.0258,0.0225,42.99,14.92,,,,,,,,,Одеяло,Детские товары,118,53,0.0258,0.0116,1666.15,1211.28,60x60,down,0.0216,0.0308,0.0186,0.0272,0.0216,0.0308,0.0089,0.0151
pillow,marketplace,marketplace,1-2k,1-2k,434,medium,1,Косметика/гигиена,Детские товары,44,30,0.1014,0.0691,54.25,82.14,,,,,,,,,Наволочка,Косметика/гигиена,57,44,0.1313,0.1014,942.09,535.06,60x60,unknown,0.0764,0.1334,0.0488,0.097,0.1028,0.1664,0.0764,0.1334
pillow,marketplace,marketplace,1-2k,1-2k,48102,high,1,Косметика/гигиена,Постельное белье,3383,2914,0.0703,0.0606,47.25,131.05,Пятница,Ночь (00-05),2025-11,37593.35,Воскресенье,Ночь (00-05),2025-08,118225.64,Другая мебель,Постельное белье,1726,2914,0.0359,0.0606,2535.14,2163.29,70x70,anatomic,0.0681,0.0726,0.0585,0.0627,0.0343,0.0376,0.0585,0.0627
pillow,marketplace,marketplace,1-2k,1-2k,297084,high,1,Одеяло,Косметика/гигиена,13833,9108,0.0466,0.0307,80.65,20.4,Понедельник,Вечер (18-23),2024-01,152054.34,Суббота,Ночь (00-05),2024-02,94925.62,Постельное белье,Одеяло,6668,13833,0.0224,0.0466,1973.92,1732.09,70x70,down,0.0458,0.0473,0.03,0.0313,0.0219,0.023,0.0458,0.0473
pillow,marketplace,marketplace,1-2k,1-2k,3189,high,1,Постельное белье,Наволочка,156,148,0.0489,0.0464,90.89,49.66,,,,,,,,,Другая мебель,Постельное белье,85,156,0.0267,0.0489,2590.21,1858.04,70x70,memory,0.042,0.057,0.0396,0.0543,0.0216,0.0328,0.042,0.057
pillow,marketplace,marketplace,1-2k,1-2k,5333,high,1,Одеяло,Детские товары,228,218,0.0428,0.0409,73.32,52.01,,,2025-08,26919.99,,,,,Другая мебель,Постельное белье,126,190,0.0236,0.0356,2426.63,2295.03,70x70,orthopedic,0.0376,0.0485,0.0359,0.0465,0.0199,0.0281,0.031,0.0409
pillow,marketplace,marketplace,1-2k,1-2k,20453,high,1,Наволочка,Постельное белье,1148,525,0.0561,0.0257,83.83,49.74,Пятница,Вечер (18-23),2024-02,23974.8,Четверг,Вечер (18-23),2025-05,18887.01,Постельное белье,Одеяло,525,1236,0.0257,0.0604,1937.7,1590.35,70x70,synthetic,0.0531,0.0594,0.0236,0.0279,0.0236,0.0279,0.0572,0.0638
pillow,marketplace,marketplace,1-2k,1-2k,368305,high,1,Наволочка,Постельное белье,24850,21285,0.0675,0.0578,90.37,115.61,Суббота,Ночь (00-05),2024-01,100294.71,Суббота,Ночь (00-05),2025-08,783795.14,Другая мебель,Постельное белье,11195,21285,0.0304,0.0578,2536.97,2000.49,70x70,unknown,0.0667,0.0683,0.057,0.0586,0.0298,0.031,0.057,0.0586
pillow,marketplace,marketplace,1-2k,1-2k,49207,high,1,Наволочка,Одеяло,1072,896,0.0218,0.0182,30.56,34.79,Воскресенье,Вечер (18-23),2024-08,20639.44,Вторник,Утро (06-11),2024-08,14248.07,Одеяло,Наволочка,896,1072,0.0182,0.0218,1910.37,1402.88,unknown,anatomic,0.0205,0.0231,0.0171,0.0194,0.0171,0.0194,0.0205,0.0231
pillow,marketplace,marketplace,1-2k,1-2k,40053,high,1,Одеяло,Косметика/гигиена,1171,1051,0.0292,0.0262,60.46,19.35,Четверг,Вечер (18-23),2024-05,30153.68,Среда,Утро (06-11),2024-02,12686.08,Постельное белье,Одеяло,430,1171,0.0107,0.0292,2262.54,2068.05,unknown,down,0.0276,0.0309,0.0247,0.0279,0.0098,0.0118,0.0276,0.0309
pillow,marketplace,marketplace,1-2k,1-2k,540899,high,1,Детские товары,Наволочка,9213,8729,0.017,0.0161,19.05,20.13,Суббота,Ночь (00-05),2025-12,176533.98,Понедельник,Ночь (00-05),2024-07,75946.61,Одеяло,Наволочка,5668,8729,0.0105,0.0161,1941.6,1247.25,unknown,memory,0.0167,0.0174,0.0158,0.0165,0.0102,0.0108,0.0158,0.0165
pillow,marketplace,marketplace,1-2k,1-2k,639491,high,1,Детские товары,Наволочка,15367,12187,0.024,0.0191,27.58,20.89,Суббота,Ночь (00-05),2025-12,448152.53,Суббота,Ночь (00-05),2025-08,86309.69,Другая мебель,Постельное белье,9194,6419,0.0144,0.01,2393.57,2014.29,unknown,orthopedic,0.0237,0.0244,0.0187,0.0194,0.0141,0.0147,0.0098,0.0103
pillow,marketplace,marketplace,1-2k,1-2k,1554,medium,1,Одеяло,Наматрасник/топпер,32,28,0.0206,0.018,42.94,44.03,,,,,,,,,Одеяло,Наволочка,32,43,0.0206,0.0277,2085.26,937.82,unknown,synthetic,0.0146,0.0289,0.0125,0.0259,0.0146,0.0289,0.0206,0.0371
pillow,marketplace,marketplace,1-2k,1-2k,68292,high,1,Детские товары,Наволочка,5150,4674,0.0754,0.0684,87.79,84.49,Четверг,Ночь (00-05),2025-08,154368.62,Вторник,Ночь (00-05),2024-02,26214.63,Другая мебель,Постельное белье,2791,2571,0.0409,0.0376,2240.81,1988.4,unknown,unknown,0.0735,0.0774,0.0666,0.0704,0.0394,0.0424,0.0362,0.0391
pillow,marketplace,marketplace,2-3k,2-3k,424,low,1,Наволочка,Одеяло,12,5,0.0283,0.0118,46.73,31.57,,,,,,,,,Постельное белье,Хранение/органайзеры,3,3,0.0071,0.0071,3435.0,3100.33,40x60,anatomic,0.0163,0.0488,0.005,0.0273,0.0024,0.0206,0.0024,0.0206
pillow,marketplace,marketplace,2-3k,2-3k,512,low,1,Одеяло,Косметика/гигиена,20,20,0.0391,0.0391,142.79,34.8,,,,,,,,,Наволочка,Косметика/гигиена,34,20,0.0664,0.0391,1659.79,890.84,40x60,down,0.0254,0.0596,0.0254,0.0596,0.0479,0.0914,0.0254,0.0596
pillow,marketplace,marketplace,2-3k,2-3k,53169,high,1,Наволочка,Одеяло,1110,801,0.0209,0.0151,29.17,39.88,Понедельник,День (12-17),2024-08,21723.69,Среда,День (12-17),2024-05,29126.58,Наволочка,Детские товары,1110,606,0.0209,0.0114,1397.31,1217.83,40x60,memory,0.0197,0.0221,0.0141,0.0161,0.0197,0.0221,0.0105,0.0123
pillow,marketplace,marketplace,2-3k,2-3k,6331,high,1,Наволочка,Детские товары,184,181,0.0291,0.0286,34.43,35.28,,,,,,,,,Другая мебель,Наматрасник/топпер,103,81,0.0163,0.0128,2323.38,2209.12,40x60,orthopedic,0.0252,0.0335,0.0248,0.033,0.0134,0.0197,0.0103,0.0159
pillow,marketplace,marketplace,2-3k,2-3k,808,medium,1,Детские товары,Одеяло,48,46,0.0594,0.0569,62.63,124.18,,,,,,,,,Постельное белье,Детские товары,34,48,0.0421,0.0594,2060.0,1054.26,40x60,unknown,0.0451,0.0779,0.043,0.0751,0.0303,0.0582,0.0451,0.0779
pillow,marketplace,marketplace,2-3k,2-3k,42442,high,1,Наволочка,Косметика/гигиена,3372,2385,0.0794,0.0562,151.71,47.45,Четверг,Вечер (18-23),2024-08,41894.99,Воскресенье,Ночь (00-05),2025-08,37900.28,Другая мебель,Постельное белье,1298,1750,0.0306,0.0412,3639.42,3397.02,50x70,anatomic,0.0769,0.0821,0.054,0.0584,0.029,0.0323,0.0394,0.0432
pillow,marketplace,marketplace,2-3k,2-3k,87645,high,1,Наволочка,Косметика/гигиена,4948,2893,0.0565,0.033,115.95,30.49,Среда,Ночь (00-05),2024-04,52122.62,Вторник,Ночь (00-05),2025-07,44178.49,Постельное белье,Одеяло,1407,5160,0.0161,0.0589,3270.2,2947.42,50x70,down,0.0549,0.058,0.0318,0.0342,0.0152,0.0169,0.0573,0.0605
pillow,marketplace,marketplace,2-3k,2-3k,18332,high,1,Косметика/гигиена,Одеяло,565,558,0.0308,0.0304,25.5,71.71,Воскресенье,Вечер (18-23),2025-02,4143.79,Суббота,День (12-17),2024-09,7458.74,Другая мебель,Одеяло,224,558,0.0122,0.0304,2943.09,2355.81,50x70,memory,0.0284,0.0334,0.028,0.033,0.0107,0.0139,0.028,0.033
pillow,marketplace,marketplace,2-3k,2-3k,14741,high,1,Наволочка,Детские товары,663,492,0.045,0.0334,62.42,40.63,Воскресенье,Утро (06-11),2025-08,13753.44,,,2025-08,45777.27,Другая мебель,Постельное белье,298,278,0.0202,0.0189,3599.01,2673.42,50x70,orthopedic,0.0417,0.0484,0.0306,0.0364,0.0181,0.0226,0.0168,0.0212
pillow,marketplace,marketplace,2-3k,2-3k,5576,high,1,Наволочка,Косметика/гигиена,330,186,0.0592,0.0334,131.5,37.63,,,2025-09,29455.92,,,,,Другая мебель,Одеяло,79,482,0.0142,0.0864,3438.68,3172.3,50x70,synthetic,0.0533,0.0657,0.029,0.0384,0.0114,0.0176,0.0793,0.0941
pillow,marketplace,marketplace,2-3k,2-3k,99321,high,1,Наволочка,Косметика/гигиена,7018,5754,0.0707,0.0579,132.26,49.84,Воскресенье,Ночь (00-05),2025-08,94676.88,Среда,Ночь (00-05),2025-08,87027.8,Постельное белье,Другая мебель,4026,3176,0.0405,0.032,3198.78,2952.26,50x70,unknown,0.0691,0.0723,0.0565,0.0594,0.0393,0.0418,0.0309,0.0331
pillow,marketplace,marketplace,2-3k,2-3k,1083,medium,1,Косметика/гигиена,Одеяло,43,31,0.0397,0.0286,23.9,70.8,,,,,,,,,Наволочка,Косметика/гигиена,52,43,0.048,0.0397,926.62,601.83,60x60,down,0.0296,0.0531,0.0202,0.0403,0.0368,0.0624,0.0296,0.0531
pillow,marketplace,marketplace,2-3k,2-3k,26191,high,1,Наволочка,Постельное белье,1634,1269,0.0624,0.0485,106.18,128.54,Понедельник,Вечер (18-23),2025-05,32366.21,Понедельник,Ночь (00-05),2025-08,85701.74,Другая мебель,Постельное белье,659,1269,0.0252,0.0485,3398.44,2652.9,70x70,anatomic,0.0595,0.0654,0.0459,0.0511,0.0233,0.0271,0.0459,0.0511
pillow,marketplace,marketplace,2-3k,2-3k,109816,high,1,Наволочка,Косметика/гигиена,5894,3082,0.0537,0.0281,96.95,21.78,Воскресенье,Вечер (18-23),2024-04,74984.64,Вторник,Ночь (00-05),2025-08,41713.48,Постельное белье,Одеяло,2377,6000,0.0216,0.0546,2442.21,2373.69,70x70,down,0.0524,0.055,0.0271,0.0291,0.0208,0.0225,0.0533,0.056
pillow,marketplace,marketplace,2-3k,2-3k,1751,medium,1,Косметика/гигиена,Одеяло,67,53,0.0383,0.0303,25.25,72.23,,,,,,,,,Постельное белье,Наволочка,43,67,0.0246,0.0383,2230.36,1765.5,70x70,memory,0.0302,0.0483,0.0232,0.0394,0.0183,0.0329,0.0302,0.0483
pillow,marketplace,marketplace,2-3k,2-3k,1435,medium,1,Наволочка,Одеяло,74,74,0.0516,0.0516,77.63,136.6,,,,,,,,,Постельное белье,Другая мебель,61,39,0.0425,0.0272,2417.65,1943.95,70x70,orthopedic,0.0413,0.0643,0.0413,0.0643,0.0332,0.0542,0.0199,0.0369
pillow,marketplace,marketplace,2-3k,2-3k,5656,high,1,Наволочка,Косметика/гигиена,355,146,0.0628,0.0258,129.36,19.14,,,2024-02,23363.33,,,,,Постельное белье,Одеяло,97,373,0.0171,0.0659,2289.05,2211.79,70x70,synthetic,0.0567,0.0694,0.022,0.0303,0.0141,0.0209,0.0598,0.0727
pillow,marketplace,marketplace,2-3k,2-3k,83093,high,1,Наволочка,Косметика/гигиена,5955,5304,0.0717,0.0638,115.71,48.68,Пятница,Вечер (18-23),2025-06,47520.22,Пятница,Ночь (00-05),2025-08,77812.95,Другая мебель,Постельное белье,3052,5253,0.0367,0.0632,2832.44,2549.96,70x70,unknown,0.0699,0.0734,0.0622,0.0655,0.0355,0.038,0.0616,0.0649
pillow,marketplace,marketplace,2-3k,2-3k,17684,high,1,Наволочка,Одеяло,460,460,0.026,0.026,45.63,59.92,Понедельник,День (12-17),2024-04,12303.17,Воскресенье,День (12-17),2024-04,22944.29,Другая мебель,Одеяло,183,460,0.0103,0.026,3556.08,2303.44,unknown,anatomic,0.0238,0.0285,0.0238,0.0285,0.009,0.0119,0.0238,0.0285
pillow,marketplace,marketplace,2-3k,2-3k,14691,high,1,Одеяло,Косметика/гигиена,569,389,0.0387,0.0265,113.74,24.2,Воскресенье,Вечер (18-23),2024-09,45391.4,,,,,Постельное белье,Другая мебель,147,173,0.01,0.0118,2768.54,2673.73,unknown,down,0.0357,0.042,0.024,0.0292,0.0085,0.0117,0.0102,0.0137
pillow,marketplace,marketplace,2-3k,2-3k,144715,high,1,Наволочка,Детские товары,2980,2774,0.0206,0.0192,32.57,23.55,Среда,Утро (06-11),2024-06,21684.98,Воскресенье,Ночь (00-05),2025-12,61543.97,Одеяло,Наволочка,2178,2980,0.0151,0.0206,2395.3,1581.45,unknown,memory,0.0199,0.0213,0.0185,0.0199,0.0144,0.0157,0.0199,0.0213
pillow,marketplace,marketplace,2-3k,2-3k,175909,high,1,Детские товары,Наволочка,3962,3590,0.0225,0.0204,27.87,28.91,Четверг,Ночь (00-05),2025-12,122821.76,Вторник,Ночь (00-05),2025-08,27895.94,Другая мебель,Одеяло,2527,2593,0.0144,0.0147,2655.56,2279.96,unknown,orthopedic,0.0218,0.0232,0.0198,0.0211,0.0138,0.0149,0.0142,0.0153
pillow,marketplace,marketplace,2-3k,2-3k,29513,high,1,Детские товары,Одеяло,2414,1874,0.0818,0.0635,101.59,123.79,Суббота,Ночь (00-05),2025-08,60270.53,Воскресенье,Ночь (00-05),2025-07,36412.3,Постельное белье,Другая мебель,1260,1428,0.0427,0.0484,2324.24,2318.43,unknown,unknown,0.0787,0.085,0.0608,0.0663,0.0404,0.0451,0.046,0.0509
pillow,marketplace,marketplace,3-5k,3-5k,591,low,1,Кухонный текстиль,Другая мебель,6,6,0.0102,0.0102,3.12,54.75,,,,,,,,,Декор,Постельное белье,1,1,0.0017,0.0017,10615.0,7244.0,40x60,anatomic,0.0047,0.022,0.0047,0.022,0.0003,0.0095,0.0003,0.0095
